"","Var1","Freq","moving_average","acumulados"
"679",2021-11-09,206,156.285714285714,478260
"680",2021-11-10,198,163.857142857143,478458
"681",2021-11-11,198,169.142857142857,478656
"682",2021-11-12,181,171.571428571429,478837
"683",2021-11-13,179,180.714285714286,479016
"684",2021-11-14,166,189.285714285714,479182
"685",2021-11-15,228,193.714285714286,479410
"686",2021-11-16,247,199.571428571429,479657
"687",2021-11-17,238,205.285714285714,479895
"688",2021-11-18,264,214.714285714286,480159
"689",2021-11-19,313,233.571428571429,480472
"690",2021-11-20,267,246.142857142857,480739
"691",2021-11-21,257,259.142857142857,480996
"692",2021-11-22,347,276.142857142857,481343
"693",2021-11-23,389,296.428571428571,481732
"694",2021-11-24,370,315.285714285714,482102
"695",2021-11-25,359,328.857142857143,482461
"696",2021-11-26,341,332.857142857143,482802
"697",2021-11-27,307,338.571428571429,483109
"698",2021-11-28,271,340.571428571429,483380
"699",2021-11-29,375,344.571428571429,483755
"700",2021-11-30,459,354.571428571429,484214
"701",2021-12-01,414,360.857142857143,484628
"702",2021-12-02,441,372.571428571429,485069
"703",2021-12-03,463,390,485532
"704",2021-12-04,379,400.285714285714,485911
"705",2021-12-05,368,414.142857142857,486279
"706",2021-12-06,412,419.428571428571,486691
"707",2021-12-07,488,423.571428571429,487179
"708",2021-12-08,439,427.142857142857,487618
"709",2021-12-09,516,437.857142857143,488134
"710",2021-12-10,570,453.142857142857,488704
"711",2021-12-11,524,473.857142857143,489228
"712",2021-12-12,433,483.142857142857,489661
"713",2021-12-13,528,499.714285714286,490189
"714",2021-12-14,586,513.714285714286,490775
"715",2021-12-15,588,535,491363
"716",2021-12-16,584,544.714285714286,491947
"717",2021-12-17,600,549,492547
"718",2021-12-18,537,550.857142857143,493084
"719",2021-12-19,482,557.857142857143,493566
"720",2021-12-20,611,569.714285714286,494177
"721",2021-12-21,617,574.142857142857,494794
"722",2021-12-22,566,571,495360
"723",2021-12-23,624,576.714285714286,495984
"724",2021-12-24,512,564.142857142857,496496
"725",2021-12-25,446,551.142857142857,496942
"726",2021-12-26,446,546,497388
"727",2021-12-27,481,527.428571428571,497869
"728",2021-12-28,482,508.142857142857,498351
"729",2021-12-29,295,469.428571428571,498646
"730",2021-12-30,128,398.571428571429,498774
"731",2021-12-31,15,327.571428571429,498789
